sample	clade_name	clade_taxid	relative_abundance	estimated_number_of_reads_from_the_clade
SRS5300638	k__Bacteria|p__Spirochaetes|c__CFGB9016|o__OFGB9016|f__FGB9016|g__GGB10690|s__GGB10690_SGB17345	2|203691|||||	0.00513	5703
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB1479|o__OFGB1479|f__FGB1479|g__GGB3752|s__GGB3752_SGB5100	2|1239|||||	0.00502	6372
SRS5300638	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB9078|s__GGB9078_SGB14001	2|1224|28216|80840|75682||	0.00492	7072
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB8331|o__OFGB8331|f__FGB8331|g__GGB13357|s__GGB13357_SGB13987	2|1239|||||	0.00491	5670
SRS5300638	k__Bacteria|p__Bacteroidetes|c__CFGB658|o__OFGB658|f__FGB658|g__GGB1627|s__GGB1627_SGB2230	2|976|||||	0.00488	8808
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	2|1239|186801|186802|186803|207244|649756	0.00474	6366
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_sp_Marseille_Q2903	2|201174|1760|85006|85020|43668|2781983	0.00471	7360
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_SGB4949	2|1239|186801|186802|186803|841|	0.00469	9125
SRS5300638	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	2|1239|909932|1843489|31977|29465|39778	0.00463	4529
SRS5300638	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	2|1224|28221|213115|194924|35832|35833	0.0046	8907
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Halosaccharopolyspora|s__Halosaccharopolyspora_lacisalsi	2|201174|1760|85010|2070|2893577|1000566	0.00457	12467
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_sciuri	2|1239|91061|1385|90964|2803850|1296	0.00455	6301
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3619|s__GGB3619_SGB4894	2|1239|186801|186802|186803||	0.00444	7237
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Fundicoccus|s__Fundicoccus_ignavus	2|1239|91061|186826|186827|2761542|2664442	0.00439	6083
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__GGB71800|s__GGB71800_SGB98783	2|201174|1760|85006|1268||	0.00439	7845
SRS5300638	k__Bacteria|p__Proteobacteria|c__CFGB8588|o__OFGB8588|f__FGB8588|g__GGB6592|s__GGB6592_SGB9320	2|1224|||||	0.00437	3322
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_aerolatum	2|201174|1760|85006|85023|33882|153731	0.00435	6948
SRS5300638	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB6543	2|201174|84998|84999|84107|102106|	0.00434	3969
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9634|s__GGB9634_SGB15093	2|1239|186801|186802|216572||	0.00425	4931
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	2|1239|186801|186802|186806|1730|39490	0.00415	6346
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB76560|o__OFGB76560|f__FGB76560|g__GGB18456|s__GGB18456_SGB4146	2|1239|||||	0.00414	5282
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomycetaceae_unclassified|s__Actinomycetaceae_bacterium_Sa1BUA1	2|201174|1760|2037|2049||2763072	0.00402	7016
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_anophelis	2|201174|1760|85006|85021|53457|319054	0.00398	6606
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB2921|o__OFGB2921|f__FGB2921|g__GGB9243|s__GGB9243_SGB14185	2|1239|||||	0.0039	4140
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_castelli	2|201174|1760|85006|1268|1663|271431	0.00387	7318
SRS5300638	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_AF16_15	2|1239|||||2292885	0.00383	5443
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Citricoccus|s__Citricoccus_muralis	2|201174|1760|85006|1268|169133|169134	0.00378	6909
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB4648	2|1239|186801|186802|31979|1485|	0.00367	5330
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB1337|o__OFGB1337|f__FGB1337|g__GGB3183|s__GGB3183_SGB4206	2|1239|||||	0.00366	4203
SRS5300638	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_lwoffii	2|1224|1236|2887326|468|469|28090	0.00364	5824
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__GGB71781|s__GGB71781_SGB98749	2|201174|1760|85006|1268||	0.00358	5137
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Tessaracoccus|s__Tessaracoccus_rhinocerotis	2|201174|1760|85009|31957|72763|1689449	0.00354	6239
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79697|s__GGB79697_SGB8653	2|1239|186801|186802|216572||	0.00353	3959
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Janibacter|s__Janibacter_endophyticus	2|201174|1760|85006|85021|53457|2806261	0.00353	5161
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9072|s__GGB9072_SGB13993	2|1239|||||	0.00349	3236
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB9581|o__OFGB9581|f__FGB9581|g__GGB9581|s__GGB9581_SGB4365	2|1239|||||	0.00346	4014
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3637|s__GGB3637_SGB4930	2|1239|186801|186802|186803||	0.00345	6525
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9522|s__GGB9522_SGB14921	2|1239|91061|186826|33958||	0.00345	3625
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_coquinae	2|1239|91061|1385|90964|227979|709509	0.00343	3804
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_oxydans	2|201174|1760|85006|85023|33882|82380	0.00342	6798
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB80019|s__GGB80019_SGB20815	2|1239|186801|186802|216572||	0.00341	3922
SRS5300638	k__Bacteria|p__Tenericutes|c__CFGB1789|o__OFGB1789|f__FGB1789|g__GGB4754|s__GGB4754_SGB6584	2|544448|||||	0.0034	3529
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	2|201174|1760|85004|31953|1678|1686	0.00338	3353
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_mishrai	2|201174|1760|85006|1268|1742989|1775880	0.00338	5930
SRS5300638	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_huaxiensis	2|1224|1236|91347|543|547|2494702	0.00335	7905
SRS5300638	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB9171|s__GGB9171_SGB14109	2|1239|526524|526525|128827||	0.00329	4629
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB79770|s__GGB79770_SGB15022	2|1239|91061|186826|33958||	0.00323	4367
SRS5300638	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	2|1239|526524|526525|2810280|135858|100886	0.00321	3465
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB1337|o__OFGB1337|f__FGB1337|g__GGB13580|s__GGB13580_SGB20916	2|1239|||||	0.0032	3264
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881|g__GGB9189|s__GGB9189_SGB14128	2|1239|||||	0.0032	2758
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3593|s__GGB3593_SGB4817	2|1239|186801|186802|186803||	0.00319	5288
SRS5300638	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_massiliensis	2|976|200643|171549|2005525|375288|1750560	0.00319	6840
SRS5300638	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	2|976|200643|171549|171550|239759|214856	0.00314	4717
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Nocardiopsaceae|g__Nocardiopsis|s__Nocardiopsis_sp_JB363	2|201174|1760|85012|83676|2013|1434837	0.00313	10374
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB9977|o__OFGB9977|f__FGB9977|g__GGB9607|s__GGB9607_SGB15040	2|1239|||||	0.00307	3339
SRS5300638	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB1618|s__GGB1618_SGB2215	2|976|200643|171549|||	0.00305	3784
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__GGB2631|s__GGB2631_SGB3548	2|201174|1760|2037|2049||	0.00305	4049
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus_sp_KRD186	2|201174|1760|85006|85023|46352|2729730	0.00292	4436
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_champanellensis	2|1239|186801|186802|216572|1263|1161942	0.00291	3177
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_SGB6173	2|1239|91061|186826|81852|1350|	0.00288	5324
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB13380|o__OFGB13380|f__FGB13380|g__GGB4708|s__GGB4708_SGB6518	2|1239|||||	0.00288	2464
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus_sp_Marseille_Q4369	2|201174|1760|85006|85023|46352|2810513	0.00286	3794
SRS5300638	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	2|976|200643|171549|815|816|338188	0.00285	7475
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_maris	2|201174|1760|85007|1653|1716|575200	0.00279	3917
SRS5300638	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae|g__Devosia|s__Devosia_naphthalenivorans	2|1224|28211|356|2831106|46913|2082392	0.00279	6190
SRS5300638	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__GGB6123|s__GGB6123_SGB8768	2|1224|29547|213849|72293||	0.00275	3754
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Nocardiopsaceae|g__Nocardiopsis|s__Nocardiopsis_listeri	2|201174|1760|85012|83676|2013|53440	0.00266	7488
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Pseudoglutamicibacter|s__Pseudoglutamicibacter_SGB14256	2|201174|1760|85006|1268|1742991|	0.00264	4553
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_FJAT_22090	2|1239|91061|1385|186817|1386|1581038	0.00263	5213
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium_Marseille_Q3528	2|1239|186801|186802|216572||2830655	0.00263	3711
SRS5300638	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Ellagibacter|s__Ellagibacter_isourolithinifaciens	2|201174|84998|1643822|1643826|2137577|2137581	0.00262	2851
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_1001270H_150608_G6	2|1239|186801|186802|31979|1485|2787102	0.00259	3485
SRS5300638	k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB47068|o__OFGB47068|f__FGB47068|g__GGB38442|s__GGB38442_SGB49026	2|1798710|||||	0.00258	3165
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB1307|o__OFGB1307|f__FGB1307|g__GGB3128|s__GGB3128_SGB4141	2|1239|||||	0.00257	2955
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ornithinimicrobiaceae|g__Ornithinimicrobium|s__Ornithinimicrobium_sp_HY006	2|201174|1760|85006|2805590|125287|2508882	0.00255	5353
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_coprostanoligenes	2|1239|186801|186802|186806|1730|290054	0.00252	2344
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis	2|1239|91061|186826|1300|1301|150055	0.0025	2156
SRS5300638	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_D	2|976|200643|171549|171552|838|165179	0.00248	4477
SRS5300638	k__Bacteria|p__Actinobacteria|c__CFGB1778|o__OFGB1778|f__FGB1778|g__GGB80036|s__GGB80036_SGB60172	2|201174|||||	0.00242	3380
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_kristiansenii	2|1239|186801|186802|543314|86331|2606708	0.00242	2156
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus|s__Anaerosacchariphilus_sp_NSJ_68	2|1239|186801|186802|186803|2678884|2763017	0.0024	3567
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Salinicoccus|s__Salinicoccus_kekensis	2|1239|91061|1385|90964|45669|714307	0.00231	2990
SRS5300638	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_berlinense	2|203691|203692|136|2845253|157|225004	0.00229	2655
SRS5300638	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_G	2|976|200643|171549|171552|838|165179	0.00228	4277
SRS5300638	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca	2|1224|1236|91347|543|570|571	0.00227	6761
SRS5300638	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_rodentium	2|976|200643|171549|815|816|691816	0.00225	5341
SRS5300638	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis	2|1239|526524|526525|128827|61170|61171	0.00224	3865
SRS5300638	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1680	2|976|200643|171549|171552|838|	0.00222	3337
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_butyricigenes	2|1239|186801|186802|186803|2316020|2316025	0.00221	2924
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB80024|s__GGB80024_SGB63246	2|1239|||||	0.00218	2260
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3588|s__GGB3588_SGB4808	2|1239|186801|186802|186803||	0.00214	3968
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB15145	2|1239|186801|186802|||	0.0021	2677
SRS5300638	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	2|976|200643|171549|171550|239759|28117	0.00208	2306
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB1327|o__OFGB1327|f__FGB1327|g__GGB3178|s__GGB3178_SGB4200	2|1239|||||	0.00206	2714
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_pentosaceus	2|1239|91061|186826|33958|1253|1255	0.00206	1850
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_fissicatena	2|1239|186801|186802|186803|2005359|290055	0.00205	2530
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_crystallopoietes	2|201174|1760|85006|1268|1663|37928	0.00202	4709
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB2942|o__OFGB2942|f__FGB2942|g__GGB9287|s__GGB9287_SGB14242	2|1239|||||	0.00198	2515
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB35068|s__GGB35068_SGB47850	2|1239|186801|186802|186803||	0.00196	3528
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas_fastidiosa	2|1239|186801|186802|216572|2892396|2714353	0.00195	1900
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB72926|o__OFGB72926|f__FGB72926|g__GGB3613|s__GGB3613_SGB4883	2|1239|||||	0.00194	2861
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4591|s__GGB4591_SGB6350	2|1239|91061|186826|33958||	0.00193	2031
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF16_48	2|1239|186801|186802|186806|1730|2293104	0.00188	2491
SRS5300638	k__Bacteria|p__Lentisphaerae|c__CFGB3176|o__OFGB3176|f__FGB3176|g__GGB13152|s__GGB13152_SGB20361	2|256845|||||	0.00186	2531
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_MCBA15_004	2|201174|1760|85006|85023|2034|1898733	0.00185	3280
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15233	2|1239|186801|186802|216572||	0.00185	3244
SRS5300638	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_vagans	2|1224|1236|91347|1903409|53335|470934	0.00185	4248
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	2|1239|186801|186802|216572|1905344|1550024	0.00185	2891
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Virgibacillus|s__Virgibacillus_profundi	2|1239|91061|1385|186817|84406|2024555	0.00179	3928
SRS5300638	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__Ignatzschineria|s__Ignatzschineria_larvae	2|1224|1236|||112008|112009	0.00176	2141
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	2|1239|186801|186802|186806|1730|39496	0.00175	2217
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783|f__FGB76783|g__GGB80011|s__GGB80011_SGB15265	2|1239|||||	0.00174	1883
SRS5300638	k__Bacteria|p__Lentisphaerae|c__CFGB3176|o__OFGB3176|f__FGB3176|g__GGB10708|s__GGB10708_SGB17364	2|256845|||||	0.00162	3234
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB48173|s__GGB48173_SGB66176	2|1239|91061|186826|33958||	0.00161	1732
SRS5300638	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB9073|s__GGB9073_SGB13994	2|1224|28216|80840|75682||	0.00161	1694
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_faecicola	2|1239|186801|186802|186803|2039240|2358141	0.0016	1603
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Nesterenkonia|s__Nesterenkonia_sp_JCM_19054	2|201174|1760|85006|1268|57494|1460646	0.0016	2775
SRS5300638	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia|s__Prevotellamassilia_timonensis	2|976|200643|171549|171552|1926672|1852370	0.00158	2277
SRS5300638	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_peruense	2|203691|203692|136|2845253|157|2787628	0.00158	1786
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium	2|1239|186801|186802|||1898207	0.00156	1697
SRS5300638	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_sp_CECT_30171	2|1224|1236|135614|32033|68|2822368	0.00148	2024
SRS5300638	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_SGB5865	2|1224|28216|80840|995019|40544|	0.00148	1840
SRS5300638	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_SGB4669	2|1239|186801|186802|186803|33042|	0.00144	2174
SRS5300638	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_schoeneichii	2|1239|91061|1385|90964|227979|1812261	0.00144	1332
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB13380|o__OFGB13380|f__FGB13380|g__GGB4650|s__GGB4650_SGB6437	2|1239|||||	0.00143	1249
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Enteractinococcus|s__Enteractinococcus_coprophilus	2|201174|1760|85006|1268|1164863|1027633	0.00139	2044
SRS5300638	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii	2|1224|1236|2887326|468|469|40214	0.00138	2370
SRS5300638	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__GGB1154|s__GGB1154_SGB1482	2|1224|1236|135624|83763||	0.00137	1860
SRS5300638	k__Bacteria|p__Bacteroidetes|c__CFGB1458|o__OFGB1458|f__FGB1458|g__GGB1458|s__GGB1458_SGB2021	2|976|||||	0.00137	2082
SRS5300638	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_inopinata	2|201174|1760|85004|31953|196081|78259	0.00135	1202
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB1226|o__OFGB1226|f__FGB1226|g__GGB58485|s__GGB58485_SGB80143	2|1239|||||	0.00134	1842
SRS5300638	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis	2|1239|909932|1843489|31977|906|187326	0.00134	1036
SRS5300638	k__Bacteria|p__Firmicutes|c__CFGB76357|o__OFGB76357|f__FGB76357|g__GGB79845|s__GGB79845_SGB14005	2|1239|||||	0.00132	1478
